do not cry because it is over smile because it happened,Happy,,,,,,,,,,,,,,,,,,,,,,,,
for every minute you are angry you lose sixty seconds of happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
you will never be happy if you continue to search for what happiness consists of  you will never live if you are looking for the meaning of life,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is the art of never holding in your mind the memory of any unpleasant thing that has passed,Happy,,,,,,,,,,,,,,,,,,,,,,,,
to be happy we must not be too concerned with others,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the moments of happiness we enjoy take us by surprise It is not that we seize them but that they seize us,Happy,,,,,,,,,,,,,,,,,,,,,,,,
it is not what you have or who you are or where you are or what you are doing that makes you happy or unhappy It is what you think about,Happy,,,,,,,,,,,,,,,,,,,,,,,,
there is only one way to happiness and that is to cease worrying about things which are beyond the power of our will,Happy,,,,,,,,,,,,,,,,,,,,,,,,
we tend to forget that happiness does not come as a result of getting something we dont have but rather of recognizing and appreciating what we do have,Happy,,,,,,,,,,,,,,,,,,,,,,,,
sometimes your joy is the source of your smile but sometimes your smile can be the source of your joy,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happy people plan actions they do not plan results,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is when what you think what you say and what you do are in harmony,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the only joy in the world is to begin,Happy,,,,,,,,,,,,,,,,,,,,,,,,
some cause happiness wherever they go others whenever they go,Happy,,,,,,,,,,,,,,,,,,,,,,,,
success is not the key to happiness happiness is the key to success,Happy,,,,,,,,,,,,,,,,,,,,,,,,
there is only one cause of unhappiness the false beliefs you have in your head beliefs so widespread so commonly held that it never occurs to you to question them,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is not something readymade it comes from your own actions,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness depends upon ourselves,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is having a large loving caring closeknit family in another city,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is not in the mere possession of money it lies in the joy of achievement in the thrill of creative effort,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is acceptance,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the secret of happiness is not in doing what one likes but in liking what one does,Happy,,,,,,,,,,,,,,,,,,,,,,,,
most people would rather be certain they are miserable than risk being happy,Happy,,,,,,,,,,,,,,,,,,,,,,,,
of all forms of caution caution in love is perhaps the most fatal to true happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is a state of activity,Happy,,,,,,,,,,,,,,,,,,,,,,,,
since you get more joy out of giving joy to others you should put a good deal of thought into the happiness that you are able to give,Happy,,,,,,,,,,,,,,,,,,,,,,,,
very little is needed to make a happy life it is all within yourself in your way of thinking,Happy,,,,,,,,,,,,,,,,,,,,,,,,
i would far rather be happy than right any day,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the art of being happy lies in the power of extracting happiness from common things,Happy,,,,,,,,,,,,,,,,,,,,,,,,
being happy is something that each of us determines it is not something that we find outside of yourself it is within us and our choice,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the happiest people seem to be those who have no particular cause for being happy except that they are so,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is a deep sense of flourishing not a mere pleasurable feeling or fleeting emotion but an optimal state of being,Happy,,,,,,,,,,,,,,,,,,,,,,,,
most folks are about as happy as they make up their minds to be,Happy,,,,,,,,,,,,,,,,,,,,,,,,
we do not laugh because we are happy  we are happy because we laugh,Happy,,,,,,,,,,,,,,,,,,,,,,,,
think of all the beauty still left around you and be happy,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is entirely up to you and always has been,Happy,,,,,,,,,,,,,,,,,,,,,,,,
be happy for no reason like a child if you are happy for a reason you are in trouble because that reason can be taken from you,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the secret of being happy is accepting where you are in life and making the most out of every day,Happy,,,,,,,,,,,,,,,,,,,,,,,,
nothing can bring you happiness but yourself,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the only thing that will make you happy is being happy with who you are and not who people think you are,Happy,,,,,,,,,,,,,,,,,,,,,,,,
i enjoyed my life when i had nothing and kinda like the idea of just being happy with me,Happy,,,,,,,,,,,,,,,,,,,,,,,,
being happy in your skin that is what it is all about,Happy,,,,,,,,,,,,,,,,,,,,,,,,
be happy with being you love your flaws own your quirks and know that you are just as perfect as anyone else exactly as you are,Happy,,,,,,,,,,,,,,,,,,,,,,,,
those who can laugh without cause have either found the true meaning of happiness or have gone stark raving mad,Happy,,,,,,,,,,,,,,,,,,,,,,,,
true happiness arises in the first place from the enjoyment of ones self,Happy,,,,,,,,,,,,,,,,,,,,,,,,
if you want others to be happy practice compassion If you want to be happy practice compassion,Happy,,,,,,,,,,,,,,,,,,,,,,,,
very little is needed to make a happy life it is all within yourself in your way of thinking,Happy,,,,,,,,,,,,,,,,,,,,,,,,]
i would do my damn best to be more happy than not,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness doesnot have to be chase it merely has to be chosen,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the talent for being happy is appreciating and liking what you have instead of what you do not have,Happy,,,,,,,,,,,,,,,,,,,,,,,,
be happy with what you have be excited about what you want,Happy,,,,,,,,,,,,,,,,,,,,,,,,
if being happy is important to you try this instead of regretting all you lack celebrate all you have got,Happy,,,,,,,,,,,,,,,,,,,,,,,,
i just find myself happy with the simple things appreciating the blessings god gave me,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is not having what you want It is appreciating what you have,Happy,,,,,,,,,,,,,,,,,,,,,,,,
ever since happiness heard your name it has been running through the streets trying to find you,Happy,,,,,,,,,,,,,,,,,,,,,,,,
just think how happy you would be if you lost everything you have right now and then got it back again,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is not having what you want but wanting what you have,Happy,,,,,,,,,,,,,,,,,,,,,,,,
do not forget to hope and happy be,Happy,,,,,,,,,,,,,,,,,,,,,,,,
it is not my job to make you happy It is your job to learn that only those who quit selfishly seeking their own happiness find it,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the art of being happy lies in the power of extracting happiness from common things,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is when what you think what you say and what you do are in harmony,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is not something readymade It comes from your own actions,Happy,,,,,,,,,,,,,,,,,,,,,,,,
many persons have a wrong idea of what constitutes true happiness It is not attained through self gratification but through fidelity to a worthy purpose,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is not a station you arrive at but a manner of traveling,Happy,,,,,,,,,,,,,,,,,,,,,,,,
i do not care about having money It is about being happy man,Happy,,,,,,,,,,,,,,,,,,,,,,,,
we all live with the objective of being happy our lives are all different and yet the same,Happy,,,,,,,,,,,,,,,,,,,,,,,,
"happiness, not in another place but this place not for another hour but this hour",Happy,,,,,,,,,,,,,,,,,,,,,,,,
the grand essentials of happiness are something to do something to love and something to hope for,Happy,,,,,,,,,,,,,,,,,,,,,,,,
you can never be really happy if you keep holding to those bad memories which makes you sad,Happy,,,,,,,,,,,,,,,,,,,,,,,,
doing what you like is freedom liking what you do is happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is where we find it but very rarely where we seek it,Happy,,,,,,,,,,,,,,,,,,,,,,,,
if you want to be happy you need to set your mind on happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is the art of learning how to get joy from your substance,Happy,,,,,,,,,,,,,,,,,,,,,,,,
stay positive and happy work hard and donot give up hope be open to criticism and keep learning surround yourself with happy warm and genuine people,Happy,,,,,,,,,,,,,,,,,,,,,,,,
folks are usually about as happy as they make their minds up to be,Happy,,,,,,,,,,,,,,,,,,,,,,,,
be happy with what you have be excited about what you want,Happy,,,,,,,,,,,,,,,,,,,,,,,,
you will never be happy if you continue to search for what happiness consists of you will never live if you are looking for the meaning of life,Happy,,,,,,,,,,,,,,,,,,,,,,,,
only a life lived for others is a life worthwhile,Happy,,,,,,,,,,,,,,,,,,,,,,,,
i have only two kinds of days happy and hysterically happy,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is the key to success,Happy,,,,,,,,,,,,,,,,,,,,,,,,
success is not the key to happiness happiness is the key to success if you love what you are doing you will be successful,Happy,,,,,,,,,,,,,,,,,,,,,,,,
people should find happiness in the little things like family,Happy,,,,,,,,,,,,,,,,,,,,,,,,
as people spin faster and faster in the pursuit of merely personal happiness they become exhausted in the futile effort of chasing themselves,Happy,,,,,,,,,,,,,,,,,,,,,,,,
whoever is happy will make others happy,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happy girls are the prettiest,Happy,,,,,,,,,,,,,,,,,,,,,,,,
learn to value yourself which means fight for your happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
family friends a good laugh and beautiful weather are the best cures,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness consists more in conveniences of pleasure that occur everyday than in great pieces of good fortune that happen but seldom,Happy,,,,,,,,,,,,,,,,,,,,,,,,
a great obstacle to happiness is to expect too much happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
to be without some of the things you want is an indispensable part of happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the secret of happiness is freedom the secret of freedom is courage,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is a way station between too little and too much,Happy,,,,,,,,,,,,,,,,,,,,,,,,
 it is not how much we have but how much we enjoy that makes happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
there is no happiness like that of being loved by your fellow creatures and feeling that your presence is an addition to their comfort,Happy,,,,,,,,,,,,,,,,,,,,,,,,
be happy it is one way of being wise,Happy,,,,,,,,,,,,,,,,,,,,,,,,
nobody really cares if you are miserable so you might as well be happy,Happy,,,,,,,,,,,,,,,,,,,,,,,,
i think the key to life is just being a happy person and happiness will bring you success,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is the interval between periods of unhappiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness grows at our own firesides and is not to be picked in strangers gardens,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is always the serendipitous result of looking for something else,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is excitement that has found a settling down place but there is always a little corner that keeps flapping around,Happy,,,,,,,,,,,,,,,,,,,,,,,,
if only we would stop trying to be happy we could have a pretty good time,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is not a goal it is a by product,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the essence of philosophy is that a man should so live that his happiness shall depend as little as possible on external things,Happy,,,,,,,,,,,,,,,,,,,,,,,,
the search for happiness is one of the chief sources of unhappiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
my family did not have a lot of money and I am grateful for that money is the longest route to happiness,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness lies in the joy of achievement and the thrill of creative effort,Happy,,,,,,,,,,,,,,,,,,,,,,,,
we tend to forget that happiness does not come as a result of getting something we donot have but rather of recognizing and appreciating what we do have,Happy,,,,,,,,,,,,,,,,,,,,,,,,
there can be no happiness if the things we believe in are different from the things we do,Happy,,,,,,,,,,,,,,,,,,,,,,,,
no medicine cures what happiness cannot,Happy,,,,,,,,,,,,,,,,,,,,,,,,
give a man health and a course to steer and he will never stop to trouble about whether he is happy or not,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is having a large loving caring close knit family in another city,Happy,,,,,,,,,,,,,,,,,,,,,,,,
there is only one happiness in this life to love and be loved,Happy,,,,,,,,,,,,,,,,,,,,,,,,
how simple it is to see that we can only be happy now and there will never be a time when it is not now,Happy,,,,,,,,,,,,,,,,,,,,,,,,
happiness is a by product of an effort to make someone else happy,Happy,,,,,,,,,,,,,,,,,,,,,,,,
life is about right now in this very moment not tomorrow not yesterday but now live it,motivation,,,,,,,,,,,,,,,,,,,,,,,,
having a great dream and belief in yourself is great but nothing happens until you take action,motivation,,,,,,,,,,,,,,,,,,,,,,,,
if we aim high and fall short we still achieve more than by aiming low and falling short,motivation,,,,,,,,,,,,,,,,,,,,,,,,
set your goals high and do something everyday to move forward,motivation,,,,,,,,,,,,,,,,,,,,,,,,
our greatest glory is not in never falling but in rising every time we fall,motivation,,,,,,,,,,,,,,,,,,,,,,,,
life is really simple but we insist on making it complicated,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the two enemies of human happiness are pain and boredom,motivation,,,,,,,,,,,,,,,,,,,,,,,,
believe in yourself have faith in your abilities without a humble but reasonable confidence in your own powers you cannot be successful or happy,motivation,,,,,,,,,,,,,,,,,,,,,,,,
press forward do not stop do not linger in your journey but strive for the mark set before you,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the future belongs to those who believe in the beauty of their dreams,motivation,,,,,,,,,,,,,,,,,,,,,,,,
aim for the moon if you miss you may hit a star,motivation,,,,,,,,,,,,,,,,,,,,,,,,
do not watch the clock do what it does keep going,motivation,,,,,,,,,,,,,,,,,,,,,,,,
there will be obstacles there will be doubters there will be mistakes but with hard work there are no limits,motivation,,,,,,,,,,,,,,,,,,,,,,,,
keep your eyes on the stars and your feet on the ground,motivation,,,,,,,,,,,,,,,,,,,,,,,,
we aim above the mark to hit the mark,motivation,,,,,,,,,,,,,,,,,,,,,,,,
one way to keep momentum going is to have constantly greater goals,motivation,,,,,,,,,,,,,,,,,,,,,,,,
change your life today do not gamble on the future act now without delay,motivation,,,,,,,,,,,,,,,,,,,,,,,,
you just cannot beat the person who never gives up,motivation,,,,,,,,,,,,,,,,,,,,,,,,
start where you are use what you have do what you can,motivation,,,,,,,,,,,,,,,,,,,,,,,,
never give up for that is just the place and time that the tide will turn,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the way to get started is to quit talking and begin doing,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the pessimist sees difficulty in every opportunity the optimist sees opportunity in every difficulty,motivation,,,,,,,,,,,,,,,,,,,,,,,,
do not let yesterday take up too much of today,motivation,,,,,,,,,,,,,,,,,,,,,,,,
it is not whether you get knocked down it is whether you get up,motivation,,,,,,,,,,,,,,,,,,,,,,,,
failure will never overtake me if my determination to succeed is strong enough,motivation,,,,,,,,,,,,,,,,,,,,,,,,
we may encounter many defeats but we must not be defeated,motivation,,,,,,,,,,,,,,,,,,,,,,,,
knowing is not enough we must apply wishing is not enough we must do,motivation,,,,,,,,,,,,,,,,,,,,,,,,
we generate fears while we sit we overcome them by action,motivation,,,,,,,,,,,,,,,,,,,,,,,,
things work out best for those who make the best of how things work out,motivation,,,,,,,,,,,,,,,,,,,,,,,,
i think goals should never be easy they should force you to work even if they are uncomfortable at the time,motivation,,,,,,,,,,,,,,,,,,,,,,,,
todays accomplishments were yesterdays impossibilities,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the only way to do great work is to love what you do if you have not found it yet keep looking do not settle,motivation,,,,,,,,,,,,,,,,,,,,,,,,
you do not have to be great to start but you have to start to be great,motivation,,,,,,,,,,,,,,,,,,,,,,,,
there are no limits to what you can accomplish except the limits you place on your own thinking,motivation,,,,,,,,,,,,,,,,,,,,,,,,
integrity is the most valuable and respected quality of leadership always keep your word,motivation,,,,,,,,,,,,,,,,,,,,,,,,
all our dreams can come true if we have the courage to pursue them,motivation,,,,,,,,,,,,,,,,,,,,,,,,
there is only one thing that makes a dream impossible to achieve the fear of failure,motivation,,,,,,,,,,,,,,,,,,,,,,,,
definiteness of purpose is the starting point of all achievement,motivation,,,,,,,,,,,,,,,,,,,,,,,,
too many of us are not living our dreams because we are living our fears,motivation,,,,,,,,,,,,,,,,,,,,,,,,
start by doing what is necessary then do what is possible and suddenly you are doing the impossible,motivation,,,,,,,,,,,,,,,,,,,,,,,,
i attribute my success to this i never gave or took any excuse,motivation,,,,,,,,,,,,,,,,,,,,,,,,
strength does not come from physical capacity it comes from an indomitable will,motivation,,,,,,,,,,,,,,,,,,,,,,,,
 the future belongs to those who believe in the beauty of their dreams,motivation,,,,,,,,,,,,,,,,,,,,,,,,
it is during our darkest moments that we must focus to see the light,motivation,,,,,,,,,,,,,,,,,,,,,,,,
fortune always favors the brave and never helps a man who does not help himself,motivation,,,,,,,,,,,,,,,,,,,,,,,,
go confidently in the direction of your dreams live the life you have imagined,motivation,,,,,,,,,,,,,,,,,,,,,,,,
 perfection is not attainable but if we chase perfection we can catch excellence,motivation,,,,,,,,,,,,,,,,,,,,,,,,
life is ten percent what happens to you and ninety percent how you react to it,motivation,,,,,,,,,,,,,,,,,,,,,,,,
if you do not like something change it if you cannot change it change your attitude,motivation,,,,,,,,,,,,,,,,,,,,,,,,
successful man is one who can lay a firm foundation with the bricks others have thrown at him,motivation,,,,,,,,,,,,,,,,,,,,,,,,
no one can make you feel inferior without your consent,motivation,,,,,,,,,,,,,,,,,,,,,,,,
what seems to us as bitter trials are often blessings in disguise,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the meaning of life is to find your gift the purpose of life is to give it away,motivation,,,,,,,,,,,,,,,,,,,,,,,,
you may have to fight a battle more than once to win it,motivation,,,,,,,,,,,,,,,,,,,,,,,,
if you are not willing to risk the usual you will have to settle for the ordinary,motivation,,,,,,,,,,,,,,,,,,,,,,,,
to live a creative life we must lose our fear of being wrong,motivation,,,,,,,,,,,,,,,,,,,,,,,,
all our dreams can come true if we have the courage to pursue them,motivation,,,,,,,,,,,,,,,,,,,,,,,,
successful entrepreneurs are givers and not takers of positive energy,motivation,,,,,,,,,,,,,,,,,,,,,,,,
if you do what you always did you will get what you always got,motivation,,,,,,,,,,,,,,,,,,,,,,,,
distance between insanity and genius is measured only by success,motivation,,,,,,,,,,,,,,,,,,,,,,,,
believe that the only courage anybody ever needs is the courage to follow your own dreams,motivation,,,,,,,,,,,,,,,,,,,,,,,,
no masterpiece was ever created by a lazy artist,motivation,,,,,,,,,,,,,,,,,,,,,,,,
blessed are those who can give without remembering and take without forgetting,motivation,,,,,,,,,,,,,,,,,,,,,,,,
do one thing every day that scares you,motivation,,,,,,,,,,,,,,,,,,,,,,,,
nothing in the world is more common than unsuccessful people with talent,motivation,,,,,,,,,,,,,,,,,,,,,,,,
you can do anything but not everything,motivation,,,,,,,,,,,,,,,,,,,,,,,,
innovation distinguishes between a leader and a follower,motivation,,,,,,,,,,,,,,,,,,,,,,,,
there are two types of people who will tell you that you cannot make a difference in this world those who are afraid to try and those who are afraid you will succeed,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the starting point of all achievement is desire,motivation,,,,,,,,,,,,,,,,,,,,,,,,
progress takes place outside the comfort zone,motivation,,,,,,,,,,,,,,,,,,,,,,,,
only put off until tomorrow what you are willing to die having left undone,motivation,,,,,,,,,,,,,,,,,,,,,,,,
only place where success comes before work is in the dictionary,motivation,,,,,,,,,,,,,,,,,,,,,,,,
too many of us are not living our dreams because we are living our fears,motivation,,,,,,,,,,,,,,,,,,,,,,,,
road to success and the road to failure are almost exactly the same,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the function of leadership is to produce more leaders not more followers,motivation,,,,,,,,,,,,,,,,,,,,,,,,
first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself,motivation,,,,,,,,,,,,,,,,,,,,,,,,
real entrepreneur is somebody who has no safety net underneath them,motivation,,,,,,,,,,,,,,,,,,,,,,,,
there is no traffic jam along the extra mile,motivation,,,,,,,,,,,,,,,,,,,,,,,,
do not let the fear of losing be greater than the excitement of winning,motivation,,,,,,,,,,,,,,,,,,,,,,,,
if you want to make a permanent change stop focusing on the size of your problems and start focusing on the size of you,motivation,,,,,,,,,,,,,,,,,,,,,,,,
success does not consist in never making mistakes but in never making the same one a second time,motivation,,,,,,,,,,,,,,,,,,,,,,,,
motivation is what gets you started habit is what keeps you going,motivation,,,,,,,,,,,,,,,,,,,,,,,,
you must expect great things of yourself before you can do them,motivation,,,,,,,,,,,,,,,,,,,,,,,,
people rarely succeed unless they have fun in what they are doing,motivation,,,,,,,,,,,,,,,,,,,,,,,,
goal is not always meant to be reached it often serves simply as something to aim at,motivation,,,,,,,,,,,,,,,,,,,,,,,,
to accomplish great things we must not only act but also dream not only plan but also believe,motivation,,,,,,,,,,,,,,,,,,,,,,,,
what you declare you will achieve,motivation,,,,,,,,,,,,,,,,,,,,,,,,
when you think you can not revist a previous victory,motivation,,,,,,,,,,,,,,,,,,,,,,,,
sometimes things become possible if we want them bad enough,motivation,,,,,,,,,,,,,,,,,,,,,,,,
to be a leader you must stand for something or you will fall for anything,motivation,,,,,,,,,,,,,,,,,,,,,,,,
this very second you could be doing something you love and dream about doing so do it now,motivation,,,,,,,,,,,,,,,,,,,,,,,,
courage is facing your fears stupidity is fearing nothing,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the spirit the will to win and the will to excel are the things that endure these qualities are so much more important than the events that occur,motivation,,,,,,,,,,,,,,,,,,,,,,,,
victory is always possible for the person who refuses to stop fighting,motivation,,,,,,,,,,,,,,,,,,,,,,,,
great works are performed not by strength but perseverance,motivation,,,,,,,,,,,,,,,,,,,,,,,,
it does not matter what you are thinking or what fear you have if you just do it,motivation,,,,,,,,,,,,,,,,,,,,,,,,
action is the only thing that matters,motivation,,,,,,,,,,,,,,,,,,,,,,,,
i can see that at the end of my life i am not going to look back and say i wish i had taken more action,motivation,,,,,,,,,,,,,,,,,,,,,,,,
people become successful the minute they decide to,motivation,,,,,,,,,,,,,,,,,,,,,,,,
winning is not a sometime thing ,motivation,,,,,,,,,,,,,,,,,,,,,,,,
you do not win once in a while you do not do things right once in a while you do them right all of the time,motivation,,,,,,,,,,,,,,,,,,,,,,,,
winning is a habit unfortunately so is losing,motivation,,,,,,,,,,,,,,,,,,,,,,,,
good things come to those who hustle while they wait,motivation,,,,,,,,,,,,,,,,,,,,,,,,
you are ideas are like diamonds without the refining process they are just a dirty rock but by cutting away the impurities they become priceless,motivation,,,,,,,,,,,,,,,,,,,,,,,,
the fastest way to pass you are own expectations is to add passion to you are labour,motivation,,,,,,,,,,,,,,,,,,,,,,,,
success is predictable,motivation,,,,,,,,,,,,,,,,,,,,,,,,
time patience and perseverance will accomplish all things,motivation,,,,,,,,,,,,,,,,,,,,,,,,
society may predict but only i can determine my destiny,motivation,,,,,,,,,,,,,,,,,,,,,,,,
to be a champion you have to believe in yourself when nobody else will,motivation,,,,,,,,,,,,,,,,,,,,,,,,
successful people tend to become more successful because they are always,motivation,,,,,,,,,,,,,,,,,,,,,,,,
thinking about their successes,motivation,,,,,,,,,,,,,,,,,,,,,,,,
accept the past for what it was acknowledge the present for what it is anticipate the future for what it can become,motivation,,,,,,,,,,,,,,,,,,,,,,,,
to be a winner all you have to give is all you have,motivation,,,,,,,,,,,,,,,,,,,,,,,,
if we are to achieve results never before accomplished we must expect to employ methods never before attempted,motivation,,,,,,,,,,,,,,,,,,,,,,,,
It is only when you have the courage to step off the ledge that you will realize you have had wings all along,motivation,,,,,,,,,,,,,,,,,,,,,,,,
